word,chinese,length,ipa,syllables,stress,prefix_tag,suffix_tag,rhyme_group,semantic_tag,antonym,minimal_pairs,example,memory_hint,audio_url,introduced_day,last_review,strength,notes
way,方法；道路,3,,,,,,,,,,,,,,,,
wet,濕的,3,,,,,,,,,,,,,,,,
who,誰,3,,,,,,,,,,,,,,,,
why,為什麼,3,,,,,,,,,,,,,,,,
win,贏得,3,,,,,,,,,,,,,,,,
yes,是,3,,,,,,,,,,,,,,,,
yet,（否定句）尚未,3,,,,,,,,,,,,,,,,
you,你,3,,,,,,,,,,,,,,,,
ally,同盟,4,,,,,-ly,,,,,,,,,,,
also,也,4,,,,,,,,,,,,,,,,
area,區域,4,,,,,,,,,,,,,,,,
army,軍隊,4,,,,,,,,,,,,,,,,
bend,彎曲,4,,,,,,,,,,,,,,,,
best,最好的,4,,,,,-est,,,,,,,,,,,
bill,帳單,4,,,,,,,,,,,,,,,,
bird,鳥兒,4,,,,,,,,,,,,,,,,
bite,咬,4,,,,,,,,,,,,,,,,
blow,吹,4,,,,,,,,,,,,,,,,
blue,藍色的,4,,,,,,,,,,,,,,,,
boat,船,4,,,,,,,,,,,,,,,,
body,身體,4,,,,,,,,,,,,,,,,
bomb,炸彈,4,,,,,,,,,,,,,,,,
bone,骨頭,4,,,,,,,,,,,,,,,,
book,書籍,4,,,,,,,,,,,,,,,,
boot,靴子,4,,,,,,,,,,,,,,,,
born,天生的,4,,,,,,,,,,,,,,,,
boss,老闆,4,,,,,,,,,,,,,,,,
both,兩者,4,,,,,,,,,,,,,,,,
come,來,4,,,,,,,,,,,,,,,,
cook,烹調,4,,,,,,,,,,,,,,,,
cool,冷卻,4,,,,,,,,,,,,,,,,
copy,複製；副本,4,,,,,,,,,,,,,,,,
cork,軟木塞,4,,,,,,,,,,,,,,,,
corn,玉米,4,,,,,,,,,,,,,,,,
cost,成本；價值,4,,,,,,,,,,,,,,,,
crew,團隊,4,,,,,,,,,,,,,,,,
crop,作物；剪短,4,,,,,,,,,,,,,,,,
cure,治癒,4,,,,,,,,,,,,,,,,
dark,黑暗的,4,,,,,,,,,,,,,,,,
date,日期；約會,4,,,,,,,,,,,,,,,,
dead,死亡的,4,,,,,,,,,,,,,,,,
deaf,聾的,4,,,,,,,,,,,,,,,,
deal,交易；處理,4,,,,,-al,,,,,,,,,,,
dear,親愛的,4,,,,,,,,,,,,,,,,
debt,債務,4,,,,,,,,,,,,,,,,
deep,深的,4,,,,,,,,,,,,,,,,
deny,否認,4,,,,,,,,,,,,,,,,
diet,飲食,4,,,,,,,,,,,,,,,,
dirt,塵土,4,,,,,,,,,,,,,,,,
disk,圓盤；【電腦】磁盤,4,,,,dis-,,,,,,,,,,,,
door,門,4,,,,,,,,,,,,,,,,
down,向下,4,,,,,,,,,,,,,,,,
draw,畫；拉,4,,,,,,,,,,,,,,,,
drop,落下,4,,,,,,,,,,,,,,,,
drug,藥物,4,,,,,,,,,,,,,,,,
dust,灰塵,4,,,,,,,,,,,,,,,,
duty,職務,4,,,,,,,,,,,,,,,,
each,每一個,4,,,,,,,,,,,,,,,,
earn,賺得,4,,,,,,,,,,,,,,,,
east,東方,4,,,,,,,,,,,,,,,,
easy,簡單的,4,,,,,,,,,,,,,,,,
edge,邊緣,4,,,,,,,,,,,,,,,,
else,其他,4,,,,,,,,,,,,,,,,
even,即使,4,,,,,,,,,,,,,,,,
ever,在任何時候；永遠,4,,,,,-er,,,,,,,,,,,
evil,邪惡,4,,,,,,,,,,,,,,,,
exit,出口,4,,,,,,,,,,,,,,,,
face,臉孔,4,,,,,,,,,,,,,,,,
fact,事實,4,,,,,,,,,,,,,,,,
fail,失敗,4,,,,,,,,,,,,,,,,
fair,公平的；白皙的,4,,,,,,,,,,,,,,,,
fall,落下,4,,,,,,,,,,,,,,,,
fast,迅速的,4,,,,,,,,,,,,,,,,
fear,恐懼,4,,,,,,,,,,,,,,,,
feed,餵；飼料,4,,,,,-ed,,,,,,,,,,,
feel,感覺,4,,,,,,,,,,,,,,,,
file,檔案；歸檔,4,,,,,,,,,,,,,,,,
fill,填滿,4,,,,,,,,,,,,,,,,
film,電影；軟片,4,,,,,,,,,,,,,,,,
find,尋找,4,,,,,,,,,,,,,,,,
fine,美好的；純淨的,4,,,,,,,,,,,,,,,,
fire,火；解雇,4,,,,,,,,,,,,,,,,
firm,堅定的；公司,4,,,,,,,,,,,,,,,,
fish,魚,4,,,,,,,,,,,,,,,,
fist,拳頭,4,,,,,,,,,,,,,,,,
flag,旗幟,4,,,,,,,,,,,,,,,,
flat,平坦的,4,,,,,,,,,,,,,,,,
flow,流動,4,,,,,,,,,,,,,,,,
fold,摺疊,4,,,,,,,,,,,,,,,,
food,食物,4,,,,,,,,,,,,,,,,
fool,傻瓜,4,,,,,,,,,,,,,,,,
foot,腳；呎,4,,,,,,,,,,,,,,,,
form,形式；形成,4,,,,,,,,,,,,,,,,
free,自由的；免費的,4,,,,,,,,,,,,,,,,
from,來自……,4,,,,,,,,,,,,,,,,
fuel,燃料,4,,,,,,,,,,,,,,,,
full,滿的,4,,,,,,,,,,,,,,,,
gain,得到,4,,,,,,,,,,,,,,,,
game,遊戲；野味,4,,,,,,,,,,,,,,,,
gang,一幫；一群,4,,,,,,,,,,,,,,,,
gift,禮物,4,,,,,,,,,,,,,,,,
girl,女孩,4,,,,,,,,,,,,,,,,
give,給予,4,,,,,-ive,,,,,,,,,,,
goal,目標,4,,,,,-al,,,,,,,,,,,
gold,金色的；黃金,4,,,,,,,,,,,,,,,,
good,好的,4,,,,,,,,,,,,,,,,
gray (grey),灰色的,4,,,,,,,,,,,,,,,,
grow,成長,4,,,,,,,,,,,,,,,,
hair,頭髮；毛髮,4,,,,,,,,,,,,,,,,
half,一半的,4,,,,,,,,,,,,,,,,
halt,停止,4,,,,,,,,,,,,,,,,
hand,手,4,,,,,,,,,,,,,,,,
hang,懸掛；吊死,4,,,,,,,,,,,,,,,,
hard,堅硬的；困難的,4,,,,,,,,,,,,,,,,
hate,憎恨,4,,,,,,,,,,,,,,,,
have,有,4,,,,,,,,,,,,,,,,
head,頭；前往……方向,4,,,,,,,,,,,,,,,,
heal,痊癒,4,,,,,-al,,,,,,,,,,,
hear,聽見,4,,,,,,,,,,,,,,,,
heat,熱,4,,,,,,,,,,,,,,,,
help,幫忙,4,,,,,,,,,,,,,,,,
here,這裡,4,,,,,,,,,,,,,,,,
hide,隱藏,4,,,,,,,,,,,,,,,,
high,高的,4,,,,,,,,,,,,,,,,
hill,小丘,4,,,,,,,,,,,,,,,,
hire,雇用,4,,,,,,,,,,,,,,,,
hold,握著；約束,4,,,,,,,,,,,,,,,,
hole,洞,4,,,,,,,,,,,,,,,,
holy,神聖的,4,,,,,-ly,,,,,,,,,,,
home,家,4,,,,,,,,,,,,,,,,
hope,希望,4,,,,,,,,,,,,,,,,
hour,小時,4,,,,,,,,,,,,,,,,
huge,巨大的,4,,,,,,,,,,,,,,,,
hunt,打獵,4,,,,,,,,,,,,,,,,
hurt,傷害；疼痛,4,,,,,,,,,,,,,,,,
idea,想法,4,,,,,,,,,,,,,,,,
inch,吋,4,,,,in-,,,,,,,,,,,,
into,到……裡面,4,,,,in-,,,,,,,,,,,,
iron,鐵；熨斗,4,,,,,,,,,,,,,,,,
item,項目,4,,,,,,,,,,,,,,,,
jail,監獄,4,,,,,,,,,,,,,,,,
join,參加,4,,,,,,,,,,,,,,,,
joke,笑話,4,,,,,,,,,,,,,,,,
jump,跳,4,,,,,,,,,,,,,,,,
jury,陪審團,4,,,,,,,,,,,,,,,,
just,僅……,4,,,,,,,,,,,,,,,,
keep,保留,4,,,,,,,,,,,,,,,,
kick,踢,4,,,,,,,,,,,,,,,,
kill,殺死,4,,,,,,,,,,,,,,,,
kind,種類；善良的,4,,,,,,,,,,,,,,,,
king,國王,4,,,,,-ing,,,,,,,,,,,
kiss,親吻,4,,,,,,,,,,,,,,,,
know,知道；認識,4,,,,,,,,,,,,,,,,
lack,缺乏,4,,,,,,,,,,,,,,,,
lake,湖泊,4,,,,,,,,,,,,,,,,
land,土地；登陸,4,,,,,,,,,,,,,,,,
last,最後的,4,,,,,,,,,,,,,,,,
late,過世的；遲到的,4,,,,,,,,,,,,,,,,
lead,引領,4,,,,,,,,,,,,,,,,
leak,漏水,4,,,,,,,,,,,,,,,,
left,左邊,4,,,,,,,,,,,,,,,,
lend,借,4,,,,,,,,,,,,,,,,
less,較少的,4,,,,,-less,,,,,,,,,,,
life,生活；生命,4,,,,,,,,,,,,,,,,
lift,舉起；電梯,4,,,,,,,,,,,,,,,,
like,喜歡；像,4,,,,,,,,,,,,,,,,
line,線條,4,,,,,,,,,,,,,,,,
link,連結,4,,,,,,,,,,,,,,,,
list,清單；列出,4,,,,,,,,,,,,,,,,
live,活著；有生命的,4,,,,,-ive,,,,,,,,,,,
load,裝載,4,,,,,,,,,,,,,,,,
loan,借出；貸款,4,,,,,,,,,,,,,,,,
lock,鎖；鎖上,4,,,,,,,,,,,,,,,,
lone,孤單的,4,,,,,,,,,,,,,,,,
long,長的,4,,,,,,,,,,,,,,,,
look,看；外表,4,,,,,,,,,,,,,,,,
lose,丟失；輸掉,4,,,,,,,,,,,,,,,,
loud,大聲的,4,,,,,,,,,,,,,,,,
love,愛,4,,,,,,,,,,,,,,,,
luck,幸運,4,,,,,,,,,,,,,,,,
mail,郵件,4,,,,,,,,,,,,,,,,
main,主要的,4,,,,,,,,,,,,,,,,
make,做；製造,4,,,,,,,,,,,,,,,,
male,男性（的）,4,,,,,,,,,,,,,,,,
many,許多的,4,,,,,,,,,,,,,,,,
mark,標記,4,,,,,,,,,,,,,,,,
meal,一餐,4,,,,,-al,,,,,,,,,,,
mean,意味；卑鄙的,4,,,,,,,,,,,,,,,,
meat,肉,4,,,,,,,,,,,,,,,,
meet,遇見；碰上,4,,,,,,,,,,,,,,,,
mile,哩,4,,,,,,,,,,,,,,,,
milk,牛奶,4,,,,,,,,,,,,,,,,
mind,心智；介意,4,,,,,,,,,,,,,,,,
mine,我的（人或事物）；礦坑,4,,,,,,,,,,,,,,,,
miss,錯過,4,,,,mis-,,,,,,,,,,,,
moon,月亮,4,,,,,,,,,,,,,,,,
more,更多的,4,,,,,,,,,,,,,,,,
most,大多數的,4,,,,,,,,,,,,,,,,
move,移動,4,,,,,,,,,,,,,,,,
much,很多的,4,,,,,,,,,,,,,,,,
must,必須,4,,,,,,,,,,,,,,,,
nail,指甲；釘子,4,,,,,,,,,,,,,,,,
name,名字,4,,,,,,,,,,,,,,,,
navy,海軍,4,,,,,,,,,,,,,,,,
near,靠近……,4,,,,,,,,,,,,,,,,
neck,脖子,4,,,,,,,,,,,,,,,,
need,需要,4,,,,,-ed,,,,,,,,,,,
news,新聞,4,,,,,,,,,,,,,,,,
next,下一個,4,,,,,,,,,,,,,,,,
nice,美好的；宜人的,4,,,,,,,,,,,,,,,,
noon,正午,4,,,,,,,,,,,,,,,,
nose,鼻子,4,,,,,,,,,,,,,,,,
note,注意；筆記,4,,,,,,,,,,,,,,,,
obey,服服,4,,,,,,,,,,,,,,,,
once,一旦；曾經,4,,,,,,,,,,,,,,,,
only,僅……,4,,,,,-ly,,,,,,,,,,,
open,打開；開啟的；開放的,4,,,,,,,,,,,,,,,,
ours,我們的,4,,,,,,,,,,,,,,,,
oust,驅逐,4,,,,,,,,,,,,,,,,
over,在……之上；超過,4,,,,over-,-er,,,,,,,,,,,
page,（書）頁,4,,,,,,,,,,,,,,,,
pain,疼痛,4,,,,,,,,,,,,,,,,
part,一部分；離開；角色,4,,,,,,,,,,,,,,,,
pass,通過；通行證,4,,,,,,,,,,,,,,,,
past,過去；通過,4,,,,,,,,,,,,,,,,
path,小徑；路線,4,,,,,,,,,,,,,,,,
pick,挑選；挑剔,4,,,,,,,,,,,,,,,,
pint,品脫（容量）,4,,,,,,,,,,,,,,,,
pipe,管；煙斗,4,,,,,,,,,,,,,,,,
plan,計畫,4,,,,,,,,,,,,,,,,
play,玩；戲劇,4,,,,,,,,,,,,,,,,
poor,貧窮的；不充足的,4,,,,,,,,,,,,,,,,
port,港口,4,,,,,,,,,,,,,,,,
pour,倒；灌；注；傾瀉,4,,,,,,,,,,,,,,,,
pray,禱告,4,,,,,,,,,,,,,,,,
pull,拉,4,,,,,,,,,,,,,,,,
pure,純粹的,4,,,,,,,,,,,,,,,,
push,推,4,,,,,,,,,,,,,,,,
quit,離開；解除；停止,4,,,,,,,,,,,,,,,,
race,比賽,4,,,,,,,,,,,,,,,,
raid,突襲；劫掠,4,,,,,,,,,,,,,,,,
rail,欄杆；鐵路,4,,,,,,,,,,,,,,,,
rain,雨；下雨,4,,,,,,,,,,,,,,,,
rare,少見的,4,,,,,,,,,,,,,,,,
rate,速率；比例；利率,4,,,,,,,,,,,,,,,,
read,閱讀,4,,,,re-,,,,,,,,,,,,
real,真實的,4,,,,re-,-al,,,,,,,,,,,
rest,休息；剩餘的,4,,,,re-,-est,,,,,,,,,,,
rice,米,4,,,,,,,,,,,,,,,,
rich,富有的,4,,,,,,,,,,,,,,,,
ride,騎乘,4,,,,,,,,,,,,,,,,
ring,圈；包圍；按鈴,4,,,,,-ing,,,,,,,,,,,
riot,暴動,4,,,,,,,,,,,,,,,,
rise,上升；增加,4,,,,,,,,,,,,,,,,
risk,危險,4,,,,,,,,,,,,,,,,
road,道路,4,,,,,,,,,,,,,,,,
rock,岩石,4,,,,,,,,,,,,,,,,
roll,滾動；捲狀物,4,,,,,,,,,,,,,,,,
roof,屋頂,4,,,,,,,,,,,,,,,,
room,房間,4,,,,,,,,,,,,,,,,
root,根；根基,4,,,,,,,,,,,,,,,,
rope,繩子,4,,,,,,,,,,,,,,,,
ruin,毀滅；遺跡,4,,,,,,,,,,,,,,,,
rule,規則,4,,,,,,,,,,,,,,,,
safe,安全的,4,,,,,,,,,,,,,,,,
sail,航行,4,,,,,,,,,,,,,,,,
salt,鹽,4,,,,,,,,,,,,,,,,
same,同樣的,4,,,,,,,,,,,,,,,,
sand,沙；磨光,4,,,,,,,,,,,,,,,,
save,存（款）；拯救,4,,,,,,,,,,,,,,,,
seat,座位,4,,,,,,,,,,,,,,,,
seed,種子,4,,,,,-ed,,,,,,,,,,,
seek,尋覓,4,,,,,,,,,,,,,,,,
seem,看來好像,4,,,,,,,,,,,,,,,,
self,自我,4,,,,,,,,,,,,,,,,
sell,賣；銷售,4,,,,,,,,,,,,,,,,
send,傳送,4,,,,,,,,,,,,,,,,
ship,船隻；運送,4,,,,,,,,,,,,,,,,
shoe,鞋子,4,,,,,,,,,,,,,,,,
shop,店面；購物,4,,,,,,,,,,,,,,,,
show,顯示；放映,4,,,,,,,,,,,,,,,,
shut,關閉,4,,,,,,,,,,,,,,,,
sick,生病的；令人噁心的,4,,,,,,,,,,,,,,,,
side,側邊；面,4,,,,,,,,,,,,,,,,
sign,記號；徵兆；招牌,4,,,,,,,,,,,,,,,,
silk,絲,4,,,,,,,,,,,,,,,,
sing,唱歌,4,,,,,-ing,,,,,,,,,,,
size,尺寸,4,,,,,,,,,,,,,,,,
skin,皮膚,4,,,,,,,,,,,,,,,,
slip,滑動；洩漏,4,,,,,,,,,,,,,,,,
slow,緩慢的,4,,,,,,,,,,,,,,,,
snow,雪；下雪,4,,,,,,,,,,,,,,,,
soap,肥皂,4,,,,,,,,,,,,,,,,
soft,柔軟的；輕柔的,4,,,,,,,,,,,,,,,,
soil,土壤；弄髒,4,,,,,,,,,,,,,,,,
some,有些；一些,4,,,,,,,,,,,,,,,,
song,歌曲,4,,,,,,,,,,,,,,,,
soon,很快,4,,,,,,,,,,,,,,,,
sort,種類；挑選,4,,,,,,,,,,,,,,,,
soul,靈魂,4,,,,,,,,,,,,,,,,
spot,斑點；場所；認出,4,,,,,,,,,,,,,,,,
star,恆星；明星,4,,,,,,,,,,,,,,,,
stay,逗留；暫住；保持,4,,,,,,,,,,,,,,,,
step,腳步；跨步,4,,,,,,,,,,,,,,,,
stop,停止；車站,4,,,,,,,,,,,,,,,,
such,如此的,4,,,,,,,,,,,,,,,,
suit,適合；（一套）衣服,4,,,,,,,,,,,,,,,,
sure,確定的,4,,,,,,,,,,,,,,,,
swim,游泳,4,,,,,,,,,,,,,,,,
tail,尾巴,4,,,,,,,,,,,,,,,,
take,拿；佔,4,,,,,,,,,,,,,,,,
talk,談話,4,,,,,,,,,,,,,,,,
tall,高的,4,,,,,,,,,,,,,,,,
task,工作；任務,4,,,,,,,,,,,,,,,,
team,團隊,4,,,,,,,,,,,,,,,,
tear,撕裂,4,,,,,,,,,,,,,,,,
tear,眼淚,4,,,,,,,,,,,,,,,,
tell,告訴,4,,,,,,,,,,,,,,,,
term,學期；條款,4,,,,,,,,,,,,,,,,
test,測試,4,,,,,-est,,,,,,,,,,,
than,比；比較,4,,,,,,,,,,,,,,,,
that,那個,4,,,,,,,,,,,,,,,,
them,他們（受格）,4,,,,,,,,,,,,,,,,
then,那時；接下來,4,,,,,,,,,,,,,,,,
they,他們,4,,,,,,,,,,,,,,,,
thin,瘦的,4,,,,,,,,,,,,,,,,
this,這個,4,,,,,,,,,,,,,,,,
thus,那麼,4,,,,,,,,,,,,,,,,
time,時間；計時,4,,,,,,,,,,,,,,,,
tiny,微小的,4,,,,,,,,,,,,,,,,
tire,使疲倦；輪胎,4,,,,,,,,,,,,,,,,
tone,音調；色調,4,,,,,,,,,,,,,,,,
tool,工具,4,,,,,,,,,,,,,,,,
town,小鎮,4,,,,,,,,,,,,,,,,
tree,樹,4,,,,,,,,,,,,,,,,
trip,旅行；絆倒,4,,,,,,,,,,,,,,,,
tube,管；管狀物,4,,,,,,,,,,,,,,,,
turn,使轉動,4,,,,,,,,,,,,,,,,
unit,單位,4,,,,un-,,,,,,,,,,,,
upon,在……之上；在……上面,4,,,,,,,,,,,,,,,,
urge,力勸,4,,,,,,,,,,,,,,,,
vary,變化,4,,,,,,,,,,,,,,,,
very,非常；很,4,,,,,,,,,,,,,,,,
veto,否決權,4,,,,,,,,,,,,,,,,
view,視力；觀看；看法,4,,,,,,,,,,,,,,,,
vote,投票,4,,,,,,,,,,,,,,,,
wage,薪水,4,,,,,,,,,,,,,,,,
wait,等待,4,,,,,,,,,,,,,,,,
walk,走路,4,,,,,,,,,,,,,,,,
wall,牆壁,4,,,,,,,,,,,,,,,,
want,想要,4,,,,,,,,,,,,,,,,
warm,溫暖的,4,,,,,,,,,,,,,,,,
warn,警告,4,,,,,,,,,,,,,,,,
wash,清洗,4,,,,,,,,,,,,,,,,
wave,揮舞；海浪,4,,,,,,,,,,,,,,,,
weak,虛弱的,4,,,,,,,,,,,,,,,,
wear,穿著；磨損,4,,,,,,,,,,,,,,,,
week,星期,4,,,,,,,,,,,,,,,,
well,很好地；健康的；井,4,,,,,,,,,,,,,,,,
west,西方,4,,,,,-est,,,,,,,,,,,
what,什麼,4,,,,,,,,,,,,,,,,
when,何時；當……時,4,,,,,,,,,,,,,,,,
wide,寬的,4,,,,,,,,,,,,,,,,
wife,妻子,4,,,,,,,,,,,,,,,,
wild,野外的；狂野的,4,,,,,,,,,,,,,,,,
will,將（要）；意願；遺囑,4,,,,,,,,,,,,,,,,
wind,風,4,,,,,,,,,,,,,,,,
wine,葡萄酒,4,,,,,,,,,,,,,,,,
wing,翅膀；（建築物）翼,4,,,,,-ing,,,,,,,,,,,
wire,金屬線；電線,4,,,,,,,,,,,,,,,,
wise,聰明的,4,,,,,,,,,,,,,,,,
wish,希望,4,,,,,,,,,,,,,,,,
with,與……一起；用……,4,,,,,,,,,,,,,,,,
wood,木頭,4,,,,,,,,,,,,,,,,
wool,羊毛,4,,,,,,,,,,,,,,,,
word,字；詞彙,4,,,,,,,,,,,,,,,,
work,工作,4,,,,,,,,,,,,,,,,
